daily,Start/fold/put away load of laundry,Clean litterbox,Sweep kitchen/dining/litterbox area,Wash bottles/pump parts,Wipe down surfaces,Clean kitchen,Pick up living room,Make bed,Poop worms,Load/run dishwasher,Empty dishwasher,Empty garbages/recycling,Brush Leelas teeth, organize basement, clean maggies room
weekly,Clean bathrooms,Vacuum,Mop floors,Clean out refrigerator,Dust,Wash sheets,Organize shelves,Fully empty/clean litterbox and replace litter, Break down recycling, organize garage
